Name or Synonym,RID
lateral medullary branch of left vertebral artery,RID44659
pontine artery,RID44660
right pontine artery,RID44661
left pontine artery,RID44662
branch of pontine artery,RID44663
medial branch of pontine artery,RID44664
medial branch of right pontine artery,RID44665
medial branch of left pontine artery,RID44666
lateral branch of pontine artery,RID44667
lateral branch of right pontine artery,RID44668
lateral branch of left pontine artery,RID44669
right superior cerebellar artery,RID44670
left superior cerebellar artery,RID44671
branch of superior cerebellar artery,RID44672
medial branch of superior cerebellar artery,RID44673
medial branch of right superior cerebellar artery,RID44674
medial branch of left superior cerebellar artery,RID44675
branch of medial branch of superior cerebellar artery,RID44676
superior vermian branch of medial branch of superior cerebellar artery,RID44677
superior vermian branch of medial branch of right superior cerebellar artery,RID44678
superior vermian branch of medial branch of left superior cerebellar artery,RID44679
branch of medial branch of superior cerebellar artery to superior cerebellum,RID44680
branch of right medial superior cerebellar artery to superior cerebellum,RID44681
branch of left medial superior cerebellar artery to superior cerebellum,RID44682
branch of medial branch of superior cerebellar artery to middle cerebellum,RID44683
branch of right medial superior cerebellar artery to middle cerebellum,RID44684
branch of left medial superior cerebellar artery to middle cerebellum,RID44685
lateral superior cerebellar artery,RID44686
lateral branch of right superior cerebellar artery,RID44687
lateral branch of left superior cerebellar artery,RID44688
right anterior inferior cerebellar artery,RID44689
left anterior inferior cerebellar artery,RID44690
right labyrinthine artery,RID44691
left labyrinthine artery,RID44692
right anterior vestibular artery,RID44693
left anterior vestibular artery,RID44694
right common cochlear artery,RID44695
left common cochlear artery,RID44696
right vestibulocochlear artery,RID44697
left vestibulocochlear artery,RID44698
posterior vestibular branch of right vestibulocochlear artery,RID44699
posterior vestibular branch of left vestibulocochlear artery,RID44700
cochlear branch of right vestibulocochlear artery,RID44701
cochlear branch of left vestibulocochlear artery,RID44702
right cochlear artery proper,RID44703
left cochlear artery proper,RID44704
right spiral modiolar artery,RID44705
left spiral modiolar artery,RID44706
branch of anterior inferior cerebellar artery to pons,RID44707
branch of right anterior inferior cerebellar artery to pons,RID44708
branch of left anterior inferior cerebellar artery to pons,RID44709
branch of anterior inferior cerebellar artery to medulla oblongata,RID44710
branch of right anterior inferior cerebellar artery to medulla oblongata,RID44711
branch of left anterior inferior cerebellar artery to medulla oblongata,RID44712
anastomotic branch of anterior inferior cerebellar artery with superior cerebellar artery,RID44713
anastomotic branch of right anterior inferior cerebellar artery with right superior cerebellar artery,RID44714
anastomotic branch of left anterior inferior cerebellar artery with left superior cerebellar artery,RID44715
right posterior cerebral artery,RID44716
left posterior cerebral artery,RID44717
short circumferential branch of posterior cerebral artery,RID44718
short circumferential branch of right posterior cerebral artery,RID44719
short circumferential branch of left posterior cerebral artery,RID44720
right thalamoperforating artery,RID44721
left thalamoperforating artery,RID44722
collicular artery,RID44723
right collicular artery,RID44724
left collicular artery,RID44725
right thalamogeniculate artery,RID44726
left thalamogeniculate artery,RID44727
posterior choroidal artery,RID44728
right posterior choroidal artery,RID44729
left posterior choroidal artery,RID44730
branch of posterior choroidal artery,RID44731
right posterior medial choroidal artery,RID44732
left posterior medial choroidal artery,RID44733
right posterior lateral choroidal artery,RID44734
left posterior lateral choroidal artery,RID44735
peduncular branch of posterior cerebral artery,RID44736
peduncular branch of right posterior cerebral artery,RID44737
peduncular branch of left posterior cerebral artery,RID44738
branch of lateral occipital artery,RID44739
anterior temporal branch of lateral occipital artery,RID44740
anterior temporal branch of right lateral occipital artery,RID44741
anterior temporal branch of left lateral occipital artery,RID44742
middle temporal branch of lateral occipital artery,RID44743
middle temporal branch of right lateral occipital artery,RID44744
middle temporal branch of left lateral occipital artery,RID44745
posterior temporal branch of lateral occipital artery,RID44746
posterior temporal branch of right lateral occipital artery,RID44747
posterior temporal branch of left lateral occipital artery,RID44748
branch of medial occipital artery,RID44749
right splenial artery,RID44750
left splenial artery,RID44751
parietal branch of medial occipital artery,RID44752
parietal branch of right medial occipital artery,RID44753
parietal branch of left medial occipital artery,RID44754
right parietal occipital artery,RID44755
left parietal occipital artery,RID44756
right calcarine artery,RID44757
left calcarine artery,RID44758
occipitotemporal branch of medial occipital artery,RID44759
occipitotemporal branch of right medial occipital artery,RID44760
occipitotemporal branch of left medial occipital artery,RID44761
right lateral occipital artery,RID44762
left lateral occipital artery,RID44763
medial occipital artery,RID44764
right medial occipital artery,RID44765
left medial occipital artery,RID44766
right mesencephalic artery,RID44767
left mesencephalic artery,RID44768
right internal thoracic artery,RID44769
left internal thoracic artery,RID44770
pericardiacophrenic artery,RID44771
right pericardiacophrenic artery,RID44772
left pericardiacophrenic artery,RID44773
pericardial branch of pericardiacophrenic artery,RID44774
pericardial branch of right pericardiacophrenic artery,RID44775
pericardial branch of left pericardiacophrenic artery,RID44776
first mediastinal artery,RID44777
second mediastinal artery,RID44778
third mediastinal artery,RID44779
right mediastinal artery,RID44780
left mediastinal artery,RID44781
right pericardial artery,RID44782
left pericardial artery,RID44783
right sternal artery,RID44784
left sternal artery,RID44785
first anterior intercostal artery,RID44786
right first anterior intercostal artery,RID44787
left first anterior intercostal artery,RID44788
second anterior intercostal artery,RID44789
right second anterior intercostal artery,RID44790
left second anterior intercostal artery,RID44791
third anterior intercostal artery,RID44792
right third anterior intercostal artery,RID44793
left third anterior intercostal artery,RID44794
fourth anterior intercostal artery,RID44795
right fourth anterior intercostal artery,RID44796
left fourth anterior intercostal artery,RID44797
fifth anterior intercostal artery,RID44798
right fifth anterior intercostal artery,RID44799
left fifth anterior intercostal artery,RID44800
sixth anterior intercostal artery,RID44801
right sixth anterior intercostal artery,RID44802
left sixth anterior intercostal artery,RID44803
seventh anterior intercostal artery,RID44804
right seventh anterior intercostal artery,RID44805
left seventh anterior intercostal artery,RID44806
eighth anterior intercostal artery,RID44807
right eighth anterior intercostal artery,RID44808
left eighth anterior intercostal artery,RID44809
ninth anterior intercostal artery,RID44810
right ninth anterior intercostal artery,RID44811
left ninth anterior intercostal artery,RID44812
perforating branch of right internal thoracic artery,RID44813
perforating branch of left internal thoracic artery,RID44814
mammary branch of internal thoracic artery,RID44815
mammary branch of right internal thoracic artery,RID44816
mammary branch of left internal thoracic artery,RID44817
right musculophrenic artery,RID44818
left musculophrenic artery,RID44819
branch of musculophrenic artery,RID44820
anterior intercostal branch of right musculophrenic artery,RID44821
anterior intercostal branch of left musculophrenic artery,RID44822
pericardial branch of musculophrenic artery,RID44823
pericardial branch of right musculophrenic artery,RID44824
pericardial branch of left musculophrenic artery,RID44825
abdominal branch of musculophrenic artery,RID44826
abdominal branch of right musculophrenic artery,RID44827
abdominal branch of left musculophrenic artery,RID44828
right superior epigastric artery,RID44829
left superior epigastric artery,RID44830
